source_airport,dest_airport,airline,equipment
ALC,CPH,DY,73H
ALC,EVE,DY,73H
ALC,GOT,DY,73H
ALC,HEL,DY,73H
ALC,KSD,DY,73H
ALC,MOL,DY,73H
ALC,OSL,DY,73H
ALC,OUL,DY,73H
ALC,RYG,DY,73H
ALC,SVG,DY,73H
ALC,TKU,DY,73H
ALC,TOS,DY,73H
ALC,TRD,DY,73H
ALC,TRF,DY,73H
ALC,UME,DY,73H
ALF,OSL,DY,733
ALF,TOS,DY,733
AMS,OSL,DY,73H
ARN,AGP,DY,73H
ARN,AJA,DY,73H
ARN,ALC,DY,73H
ARN,ATH,DY,73H
ARN,BCN,DY,73H
ARN,BEG,DY,73H
ARN,BGO,DY,73H
ARN,BKK,DY,788
ARN,BUD,DY,73H
ARN,CHQ,DY,73H
ARN,CPH,DY,73H
ARN,CTA,DY,73H
ARN,DBV,DY,73H
ARN,EDI,DY,73H
ARN,FAO,DY,73H
ARN,FCO,DY,73H
ARN,FLL,DY,788
ARN,JFK,DY,788
ARN,KRK,DY,73H
ARN,KRN,DY,73H
ARN,LAX,DY,788
ARN,LCA,DY,73H
ARN,LGW,DY,73H
ARN,LLA,DY,73H
ARN,LPA,DY,73H
ARN,MAN,DY,73H
ARN,MMX,DY,73H
ARN,MUC,DY,73H
ARN,NCE,DY,73H
ARN,OAK,DY,788
ARN,OLB,DY,73H
ARN,ORY,DY,73H
ARN,OSL,DY,73H 733
ARN,PMI,DY,73H
ARN,PMO,DY,73H
ARN,PRG,DY,73H
ARN,PSA,DY,73H
ARN,SJJ,DY,73H
ARN,SPU,DY,73H
ARN,SXF,DY,73H
ARN,TLV,DY,73H
ARN,UME,DY,73H
ARN,VCE,DY,73H
ARN,VNO,DY,73H
ATH,ARN,DY,73H
ATH,CPH,DY,73H
ATH,HEL,DY,73H
AYT,BGO,DY,73H
AYT,OSL,DY,73H
AYT,TRD,DY,73H
AYT,TRF,DY,73H
BCN,ARN,DY,73H
BCN,BGO,DY,73H
BCN,CPH,DY,73H
BCN,GOT,DY,73H
BCN,OSL,DY,73H
BCN,SXF,DY,73H
BCN,TRF,DY,73H
BCN,WAW,DY,73H
BDU,OSL,DY,733
BEG,ARN,DY,73H
BEG,OSL,DY,733
BGO,AGP,DY,73H
BGO,ALC,DY,73H
BGO,ARN,DY,73H
BGO,AYT,DY,73H
BGO,BCN,DY,73H
BGO,CHQ,DY,73H
BGO,CPH,DY,73H
BGO,DBV,DY,73H
BGO,EDI,DY,73H
BGO,FCO,DY,73H
BGO,JFK,DY,788
BGO,KEF,DY,73H
BGO,KRK,DY,73H
BGO,LGW,DY,73H
BGO,LPA,DY,73H
BGO,NCE,DY,73H
BGO,ORY,DY,73H
BGO,OSL,DY,73H 733
BGO,PMI,DY,73H
BGO,PRG,DY,73H
BGO,SVG,DY,73H
BGO,SXF,DY,73H
BGO,TRD,DY,73H
BGO,TRF,DY,73H
BIO,OSL,DY,73H
BKK,ARN,DY,788
BKK,OSL,DY,788
BLL,ALC,DY,73H
BOJ,CPH,DY,73H
BOJ,HEL,DY,73H
BOJ,OSL,DY,73H
BOO,OSL,DY,73H
BTS,OSL,DY,73H 733
BUD,ARN,DY,73H
BUD,CPH,DY,73H
BUD,LGW,DY,73H
BUD,OSL,DY,733
CGN,ALC,DY,73H
CGN,OSL,DY,73H
CHQ,ARN,DY,73H
CHQ,BGO,DY,73H
CHQ,CPH,DY,73H
CHQ,HEL,DY,73H
CHQ,OSL,DY,733
CPH,AAL,DY,73H AT7
CPH,AGP,DY,73H
CPH,ALC,DY,73H
CPH,ARN,DY,73H
CPH,ATH,DY,73H
CPH,BCN,DY,73H
CPH,BGO,DY,73H
CPH,BOJ,DY,73H
CPH,BUD,DY,73H
CPH,CHQ,DY,73H
CPH,CTA,DY,73H
CPH,DUB,DY,73H
CPH,EDI,DY,73H
CPH,FAO,DY,73H
CPH,FLL,DY,788
CPH,JFK,DY,788
CPH,KRK,DY,73H
CPH,KRP,DY,AT7
CPH,LAX,DY,788
CPH,LGW,DY,73H
CPH,LIS,DY,73H
CPH,LPA,DY,73H
CPH,MAD,DY,73H
CPH,MLA,DY,73H
CPH,NCE,DY,73H
CPH,ORY,DY,73H
CPH,PRG,DY,73H
CPH,PSA,DY,73H
CPH,RAK,DY,73H
CPH,SPU,DY,73H
CPH,SXF,DY,73H
CPH,TLV,DY,73H
CPH,TRD,DY,73H
CPH,ZAG,DY,73H
CTA,ARN,DY,73H
CTA,CPH,DY,73H
DBV,ARN,DY,73H
DBV,BGO,DY,73H
DBV,OSL,DY,73H
DBV,TRD,DY,73H
DBV,TRF,DY,73H
DUB,CPH,DY,73H
DUB,HEL,DY,73H
DUB,OSL,DY,73H
EDI,ARN,DY,73H
EDI,BGO,DY,73H
EDI,CPH,DY,73H
EDI,OSL,DY,73H
EVE,ALC,DY,73H
EVE,OSL,DY,73H 733
EVE,TRD,DY,73H
FAO,ARN,DY,73H
FAO,CPH,DY,73H
FAO,OSL,DY,73H
FCO,ARN,DY,73H
FCO,BGO,DY,73H
FCO,GOT,DY,73H
FCO,OSL,DY,73H 733
FLL,ARN,DY,788
FLL,CPH,DY,788
FLL,OSL,DY,788
FUE,LGW,DY,73H
GDN,OSL,DY,73H 733
GOT,AGP,DY,73H
GOT,ALC,DY,73H
GOT,BCN,DY,73H
GOT,FCO,DY,73H
GOT,LGW,DY,73H
GOT,NCE,DY,73H
GVA,OSL,DY,733
HAU,OSL,DY,733 73H
HEL,ALC,DY,73H
HEL,ATH,DY,73H
HEL,BOJ,DY,73H
HEL,CHQ,DY,73H
HEL,DUB,DY,73H
HEL,LGW,DY,73H
HEL,ORY,DY,73H
HEL,PMI,DY,73H
HEL,SPU,DY,73H
IBZ,LGW,DY,73H
JFK,ARN,DY,788
JFK,BGO,DY,788
JFK,CPH,DY,788
JFK,OSL,DY,788
JTR,LGW,DY,73H
KBP,OSL,DY,73H
KEF,BGO,DY,73H
KEF,OSL,DY,733
KKN,OSL,DY,733
KRK,ARN,DY,73H
KRK,BGO,DY,73H
KRK,CPH,DY,73H
KRK,OSL,DY,73H
KRK,SVG,DY,73H
KRK,TRD,DY,73H
KRN,ARN,DY,73H
KRP,CPH,DY,AT7
KRS,OSL,DY,733 73H
KSD,ALC,DY,73H
LAX,ARN,DY,788
LAX,CPH,DY,788
LCA,ARN,DY,73H
LCA,OSL,DY,73H
LED,OSL,DY,73H
LGW,AAL,DY,73H
LGW,AES,DY,73H
LGW,ARN,DY,73H
LGW,BGO,DY,73H
LGW,BUD,DY,73H
LGW,CPH,DY,73H
LGW,FUE,DY,73H
LGW,GOT,DY,73H
LGW,HEL,DY,73H
LGW,IBZ,DY,73H
LGW,JTR,DY,73H
LGW,LPA,DY,73H
LGW,OSL,DY,73H
LGW,PMI,DY,73H
LGW,SPU,DY,73H
LGW,SVG,DY,73H
LGW,TOS,DY,73H
LGW,TRD,DY,73H
LGW,TRF,DY,73H
LIS,CPH,DY,73H
LIS,OSL,DY,73H
LLA,ARN,DY,73H
LPA,ARN,DY,73H
LPA,BGO,DY,73H
LPA,CPH,DY,73H
LPA,LGW,DY,73H
LPA,OSL,DY,73H
LPA,TRF,DY,73H
LYR,OSL,DY,73H
MAD,CPH,DY,73H
MAN,ARN,DY,73H
MAN,OSL,DY,73H
MAN,SVG,DY,73H
MJV,OSL,DY,733
MLA,CPH,DY,73H
MLA,OSL,DY,73H
MMX,ARN,DY,73H
MOL,ALC,DY,73H
MOL,OSL,DY,733 73H
MUC,ARN,DY,73H
MUC,OSL,DY,73H
MXP,OSL,DY,733 73H
NCE,ARN,DY,73H
NCE,BGO,DY,73H
NCE,CPH,DY,73H
NCE,GOT,DY,73H
NCE,OSL,DY,73H
NCE,TRD,DY,73H
NCE,TRF,DY,73H
OAK,ARN,DY,788
OLB,ARN,DY,73H
ORY,ARN,DY,73H
ORY,BGO,DY,73H
ORY,CPH,DY,73H
ORY,HEL,DY,73H
ORY,OSL,DY,73H 733
OSL,AES,DY,733 73H
OSL,AGP,DY,73H
OSL,AJA,DY,73H
OSL,ALC,DY,73H
OSL,ALF,DY,733
OSL,AMS,DY,73H
OSL,ARN,DY,73H 733
OSL,AYT,DY,73H
OSL,BCN,DY,73H
OSL,BDU,DY,733
OSL,BEG,DY,733
OSL,BGO,DY,73H 733
OSL,BIO,DY,73H
OSL,BKK,DY,788
OSL,BOJ,DY,73H
OSL,BOO,DY,73H
OSL,BTS,DY,73H 733
OSL,BUD,DY,733
OSL,CGN,DY,73H
OSL,CHQ,DY,733
OSL,CPH,DY,73H 733
OSL,DBV,DY,73H
OSL,DUB,DY,73H
OSL,EDI,DY,73H
OSL,EVE,DY,73H 733
OSL,FAO,DY,73H
OSL,FCO,DY,73H 733
OSL,FLL,DY,788
OSL,GDN,DY,73H 733
OSL,GVA,DY,733
OSL,HAU,DY,733 73H
OSL,JFK,DY,788
OSL,KBP,DY,73H
OSL,KEF,DY,733
OSL,KKN,DY,733
OSL,KRK,DY,73H
OSL,KRS,DY,733 73H
OSL,LCA,DY,73H
OSL,LED,DY,73H
OSL,LGW,DY,73H
OSL,LIS,DY,73H
OSL,LPA,DY,73H
OSL,LYR,DY,73H
OSL,MAN,DY,73H
OSL,MJV,DY,733
OSL,MLA,DY,73H
OSL,MOL,DY,733 73H
OSL,MUC,DY,73H
OSL,MXP,DY,733 73H
OSL,NCE,DY,73H
OSL,ORY,DY,73H 733
OSL,PLQ,DY,733
OSL,PMI,DY,73H
OSL,PRG,DY,73H 733
OSL,PSA,DY,73H
OSL,PUY,DY,733
OSL,RAK,DY,73H
OSL,SPU,DY,73H
OSL,SVG,DY,73H 733
OSL,SXF,DY,73H
OSL,SZZ,DY,733
OSL,TFS,DY,73H
OSL,TLL,DY,733 73H
OSL,TOS,DY,73H 733
OSL,TRD,DY,733 73H
OSL,VCE,DY,733
OSL,VIE,DY,733
OSL,VNO,DY,73H 733
OSL,WAW,DY,733 73H
OUL,ALC,DY,73H
PLQ,OSL,DY,733
PMI,AAL,DY,73H
PMI,ARN,DY,73H
PMI,BGO,DY,73H
PMI,HEL,DY,73H
PMI,LGW,DY,73H
PMI,OSL,DY,73H
PMI,TRF,DY,73H
PMO,ARN,DY,73H
PRG,ARN,DY,73H
PRG,BGO,DY,73H
PRG,CPH,DY,73H
PRG,OSL,DY,73H 733
PSA,ARN,DY,73H
PSA,CPH,DY,73H
PSA,OSL,DY,73H
PUY,OSL,DY,733
RAK,CPH,DY,73H
RAK,OSL,DY,73H
RIX,TRD,DY,73H
RYG,AGP,DY,73H
RYG,ALC,DY,73H
SJJ,ARN,DY,73H
SPU,ARN,DY,73H
SPU,CPH,DY,73H
SPU,HEL,DY,73H
SPU,LGW,DY,73H
SPU,OSL,DY,73H
SVG,AGP,DY,73H
SVG,ALC,DY,73H
SVG,BGO,DY,73H
SVG,KRK,DY,73H
SVG,LGW,DY,73H
SVG,MAN,DY,73H
SVG,OSL,DY,73H 733
SVG,SXF,DY,73H
SVG,WAW,DY,73H
SXF,ARN,DY,73H
SXF,BCN,DY,73H
SXF,BGO,DY,73H
SXF,CPH,DY,73H
SXF,OSL,DY,73H
SXF,SVG,DY,73H
SXF,TRD,DY,73H
SZZ,OSL,DY,733
TFS,OSL,DY,73H
TKU,ALC,DY,73H
TLL,OSL,DY,733 73H
TLV,ARN,DY,73H
TLV,CPH,DY,73H
TOS,ALC,DY,73H
TOS,ALF,DY,733
TOS,LGW,DY,73H
TOS,OSL,DY,73H 733
TOS,TRD,DY,73H
TRD,AGP,DY,73H
TRD,ALC,DY,73H
TRD,AYT,DY,73H
TRD,BGO,DY,73H
TRD,DBV,DY,73H
TRD,EVE,DY,73H
TRD,KRK,DY,73H
TRD,LGW,DY,73H
TRD,NCE,DY,73H
TRD,OSL,DY,73H 733
TRD,RIX,DY,73H
TRD,SXF,DY,73H
TRD,TOS,DY,73H
TRD,TRF,DY,73H
TRF,AGP,DY,73H
TRF,ALC,DY,73H
TRF,AYT,DY,73H
TRF,BCN,DY,73H
TRF,BGO,DY,73H
TRF,DBV,DY,73H
TRF,LGW,DY,73H
TRF,LPA,DY,73H
TRF,NCE,DY,73H
TRF,PMI,DY,73H
TRF,TRD,DY,73H
UME,ALC,DY,73H
UME,ARN,DY,73H
VCE,ARN,DY,73H
VCE,OSL,DY,733
VIE,OSL,DY,733
VNO,ARN,DY,73H
VNO,OSL,DY,73H 733
WAW,AGP,DY,73H
WAW,BCN,DY,73H
WAW,OSL,DY,733 73H
WAW,SVG,DY,73H
ZAG,CPH,DY,73H
ABJ,ACC,E2,M82
ABJ,FNA,E2,M82
ABJ,ROB,E2,M82
ACC,ABJ,E2,M82
ACC,FNA,E2,M82
FNA,ABJ,E2,M82
FNA,ACC,E2,M82
ROB,ABJ,E2,M82
AMM,HBE,E5,320
DMM,HBE,E5,320
HBE,AMM,E5,320
HBE,DMM,E5,320
HBE,JED,E5,320
HBE,KWI,E5,320
HBE,RUH,E5,320
JED,HBE,E5,320
KWI,HBE,E5,320
RUH,HBE,E5,320
PNR,POG,E7,ERJ
POG,PNR,E7,ERJ
CSX,DMK,E8,734
DMK,CSX,E8,734
DMK,KHN,E8,734
KHN,DMK,E8,734
MAD,PUJ,E9,333
PUJ,MAD,E9,333
MAD,BCN,EB,744
COQ,ULN,EF,DH4
MXV,ULN,EF,DH4
ULG,ULN,EF,DH4
ULN,COQ,EF,DH4
ULN,MXV,EF,DH4
ULN,ULG,EF,DH4
ULN,ULO,EF,DH4
ULO,ULN,EF,DH4
CIT,LED,EG,320
DMB,DME,EG,320
DMB,SVX,EG,320
DME,KQT,EG,320
DME,TJU,EG,320
KQT,CIT,EG,320
KQT,DMB,EG,320
KQT,OVB,EG,320
KQT,REN,EG,320
LED,KQT,EG,320
LED,TJU,EG,320
OVB,KQT,EG,320
REN,KQT,EG,320
SVX,KQT,EG,320
SVX,TJU,EG,320
TJU,CIT,EG,320
TJU,DME,EG,320
TJU,SVX,EG,320
ABZ,DUB,EI,AT7
ACE,DUB,EI,320
ACE,ORK,EI,320
ADB,DUB,EI,320
AGP,BHD,EI,320
AGP,DUB,EI,330 320
AGP,ORK,EI,320
AGP,SNN,EI,320
ALC,DUB,EI,320
ALC,ORK,EI,320
AMS,DUB,EI,320
AMS,ORK,EI,320
ARN,DUB,EI,320
ATH,DUB,EI,320
AUH,DUB,EI,77W 332
BCN,DUB,EI,320
BCN,ORK,EI,320
BHD,AGP,EI,320
BHD,FAO,EI,320
BHD,LGW,EI,320 319
BHD,PMI,EI,320 319
BHX,DUB,EI,320
BHX,ORK,EI,AT7
BHX,SNN,EI,AT4 AT7
BIO,DUB,EI,320
BLK,DUB,EI,AT4
BLQ,DUB,EI,320
BOD,DUB,EI,320
BOH,DUB,EI,AT4
BOJ,DUB,EI,320
BOS,DUB,EI,332 330
BOS,SNN,EI,757
BRS,DUB,EI,AT7 AT4
BRS,ORK,EI,AT7
BRS,SNN,EI,AT4
BRU,DUB,EI,320
BRU,ORK,EI,320
BUD,DUB,EI,320
CDG,ORK,EI,320
CFU,DUB,EI,320
CTA,DUB,EI,320
CWL,DUB,EI,AT7
DBV,DUB,EI,320
DUB,ABZ,EI,AT7
DUB,ACE,EI,320
DUB,ADB,EI,320
DUB,AGP,EI,330 320
DUB,ALC,EI,320
DUB,AMS,EI,320
DUB,ARN,EI,320
DUB,ATH,EI,320
DUB,AUH,EI,77W 332
DUB,BCN,EI,320
DUB,BHX,EI,320
DUB,BIO,EI,320
DUB,BLK,EI,AT4
DUB,BLQ,EI,320
DUB,BOD,EI,320
DUB,BOH,EI,AT4
DUB,BOJ,EI,320
DUB,BOS,EI,332 330
DUB,BRS,EI,AT7 AT4
DUB,BRU,EI,320
DUB,BUD,EI,320
DUB,CFU,EI,320
DUB,CTA,EI,320
DUB,CWL,EI,AT7
DUB,DBV,EI,320
DUB,EDI,EI,AT7
DUB,FAO,EI,320 321 330 332
DUB,FCO,EI,320
DUB,FRA,EI,320
DUB,FUE,EI,320
DUB,GLA,EI,AT7 AT4
DUB,GVA,EI,320
DUB,HAJ,EI,320
DUB,HAM,EI,320
DUB,IAD,EI,752
DUB,IBZ,EI,320
DUB,IOM,EI,AT4
DUB,JER,EI,AT7
DUB,KIR,EI,AT4
DUB,LGW,EI,320 319
DUB,LIN,EI,320
DUB,LIS,EI,320
DUB,LPA,EI,320
DUB,LYS,EI,320
DUB,MAD,EI,320
DUB,MAN,EI,320
DUB,MCO,EI,330 332
DUB,MRS,EI,320
DUB,MUC,EI,320
DUB,MXP,EI,320
DUB,NAP,EI,320
DUB,NCE,EI,320
DUB,NCL,EI,AT7
DUB,PGF,EI,320
DUB,PMI,EI,320
DUB,PRG,EI,320
DUB,PUY,EI,320
DUB,SCQ,EI,320
DUB,SEN,EI,AT4 AT7
DUB,SFO,EI,332
DUB,STR,EI,320
DUB,SXF,EI,320
DUB,TFS,EI,320
DUB,TLS,EI,320
DUB,VCE,EI,320
DUB,VIE,EI,320
DUB,VRN,EI,320
DUB,WAW,EI,320
DUB,ZRH,EI,320
EDI,DUB,EI,AT7
EDI,ORK,EI,AT7
EDI,SNN,EI,AT7
FAO,BHD,EI,320
FAO,DUB,EI,320 321 330 332
FAO,ORK,EI,320
FAO,SNN,EI,320
FCO,DUB,EI,320
FRA,DUB,EI,320
FUE,DUB,EI,320
GLA,DUB,EI,AT7 AT4
GLA,ORK,EI,AT7
GVA,DUB,EI,320
HAJ,DUB,EI,320
HAM,DUB,EI,320
IAD,DUB,EI,752
IBZ,DUB,EI,320
IOM,DUB,EI,AT4
JER,DUB,EI,AT7
JER,ORK,EI,AT7
JFK,SNN,EI,757
KIR,DUB,EI,AT4
LGW,BHD,EI,320 319
LGW,DUB,EI,320
LGW,NOC,EI,319
LHR,ORK,EI,320
LHR,SNN,EI,320
LIN,DUB,EI,320
LIS,DUB,EI,320
LIS,ORK,EI,320
LPA,DUB,EI,320
LYS,DUB,EI,320
MAD,DUB,EI,320
MAN,DUB,EI,320
MAN,ORK,EI,AT7
MAN,SNN,EI,AT7 AT4
MCO,DUB,EI,330 332
MRS,DUB,EI,320
MUC,DUB,EI,320
MUC,ORK,EI,320
MXP,DUB,EI,320
NAP,DUB,EI,320
NCE,DUB,EI,320
NCE,ORK,EI,320
NCL,DUB,EI,AT7
NCL,ORK,EI,AT7
NOC,LGW,EI,319
ORK,ACE,EI,320
ORK,AGP,EI,320
ORK,ALC,EI,320
ORK,AMS,EI,320
ORK,BCN,EI,320
ORK,BHX,EI,AT7
ORK,BRS,EI,AT7
ORK,BRU,EI,320
ORK,CDG,EI,320
ORK,EDI,EI,AT7
ORK,FAO,EI,320
ORK,GLA,EI,AT7
ORK,JER,EI,AT7
ORK,LHR,EI,320
ORK,LIS,EI,320
ORK,MAN,EI,AT7
ORK,MUC,EI,320
ORK,NCE,EI,320
ORK,NCL,EI,AT7
ORK,PMI,EI,320
PGF,DUB,EI,320
PMI,BHD,EI,320 319
PMI,DUB,EI,320
PMI,ORK,EI,320
PRG,DUB,EI,320
PUY,DUB,EI,320
SCQ,DUB,EI,320
SEN,DUB,EI,AT4 AT7
SFO,DUB,EI,332
SNN,AGP,EI,320
SNN,BHX,EI,AT4 AT7
SNN,BOS,EI,757
SNN,BRS,EI,AT4
SNN,EDI,EI,AT7
SNN,FAO,EI,320
SNN,JFK,EI,757
SNN,LHR,EI,320
SNN,MAN,EI,AT7 AT4
STR,DUB,EI,320
SXF,DUB,EI,320
TFS,DUB,EI,320
TLS,DUB,EI,320
VCE,DUB,EI,320
VIE,DUB,EI,320
VRN,DUB,EI,320
WAW,DUB,EI,320
ZRH,DUB,EI,320
ACC,DXB,EK,77W
ADD,DXB,EK,332
ADL,DXB,EK,77W
AKL,MEL,EK,388
AMD,DXB,EK,332
AMM,DXB,EK,773 77W 772
ARN,DXB,EK,77W
ATH,DXB,EK,77W
BCN,DXB,EK,388
BEY,DXB,EK,773
BGW,DXB,EK,332
BHX,DXB,EK,77W
BKK,DXB,EK,388 77W
BKK,SYD,EK,77W
BLR,DXB,EK,773
BNE,BKQ,EK,DH4
BNE,DXB,EK,388
BNE,LRE,EK,DH4
BNE,ROK,EK,DH8 DH4
BSR,DXB,EK,332
CAI,DXB,EK,773 772
CCU,DXB,EK,332
CGK,DXB,EK,77W
CMB,DXB,EK,77W
CMN,DXB,EK,77W
CNS,GOV,EK,717
CPH,DXB,EK,77W
CPT,DXB,EK,77W
DAR,DXB,EK,773
DKR,DXB,EK,343
DME,DXB,EK,388
DMM,DXB,EK,332 773 772
DRW,ASP,EK,717
DRW,GOV,EK,717
DUB,DXB,EK,77W
DUR,DXB,EK,77W
DUS,DXB,EK,77W
DXB,ACC,EK,77W
DXB,ADD,EK,332
DXB,ADL,EK,77W
DXB,AMD,EK,332
DXB,AMM,EK,773 77W 772
DXB,ARN,EK,77W
DXB,ATH,EK,77W
DXB,BAH,EK,332 772 773
DXB,BCN,EK,388
DXB,BEY,EK,773
DXB,BGW,EK,332
DXB,BHX,EK,77W
DXB,BKK,EK,388 77W
DXB,BLR,EK,773
DXB,BNE,EK,388
DXB,BSR,EK,332
DXB,CAI,EK,773 772
DXB,CCU,EK,332
DXB,CGK,EK,77W
DXB,CMB,EK,77W
DXB,CMN,EK,77W
DXB,CPH,EK,77W
DXB,CPT,EK,77W
DXB,DAR,EK,773
DXB,DKR,EK,343
DXB,DME,EK,388
DXB,DMM,EK,332 773 772
DXB,DOH,EK,772 77W 773 332
DXB,DUB,EK,77W
DXB,DUR,EK,77W
DXB,DUS,EK,77W
DXB,EBB,EK,345
DXB,EBL,EK,332
DXB,FCO,EK,388 77W
DXB,FRA,EK,77W
DXB,GIG,EK,77W
DXB,GLA,EK,77W 77L
DXB,GRU,EK,77W
DXB,GVA,EK,77L 77W
DXB,HAM,EK,77W
DXB,HKT,EK,77W
DXB,HND,EK,77L
DXB,ICN,EK,388
DXB,IKA,EK,772 77W 332
DXB,ISB,EK,77W
DXB,IST,EK,77W
DXB,JED,EK,388
DXB,JNB,EK,77W
DXB,KBP,EK,345
DXB,KHI,EK,77W
DXB,KIX,EK,77W
DXB,KRT,EK,332
DXB,KUL,EK,77W 773
DXB,KWI,EK,77W 772 332 773
DXB,LCA,EK,773
DXB,LED,EK,77L 77W
DXB,LGW,EK,77W 388
DXB,LHE,EK,77W
DXB,LIS,EK,77W
DXB,LOS,EK,77W
DXB,LUN,EK,343
DXB,LYS,EK,77L
DXB,MAD,EK,77W
DXB,MAN,EK,77W 388
DXB,MCT,EK,738 332 E75 73H 77W 772 E90
DXB,MED,EK,332
DXB,MEL,EK,388
DXB,MLA,EK,773
DXB,MLE,EK,773 77W
DXB,MRU,EK,388 77W
DXB,MUC,EK,388
DXB,NBO,EK,77W 77L
DXB,NCE,EK,77W
DXB,NCL,EK,77W
DXB,NRT,EK,77W
DXB,PER,EK,77W
DXB,PEW,EK,772 332
DXB,PRG,EK,77W
DXB,PVG,EK,388 77W
DXB,RUH,EK,77W 773 772
DXB,SAH,EK,332
DXB,SEZ,EK,77W
DXB,SGN,EK,772
DXB,SIN,EK,77W 388
DXB,SKT,EK,332
DXB,SYD,EK,388
DXB,TPE,EK,77W
DXB,TUN,EK,773
DXB,VCE,EK,77W
DXB,VIE,EK,77W
DXB,WAW,EK,332
DXB,YYZ,EK,388
DXB,ZRH,EK,388 77W
EBB,DXB,EK,345
EBL,DXB,EK,332
FCO,DXB,EK,388 77W
FRA,DXB,EK,77W
GIG,DXB,EK,77W
GLA,DXB,EK,77W 77L
GRU,DXB,EK,77W
GVA,DXB,EK,77L 77W
HAM,DXB,EK,77W
HKT,DXB,EK,77W
HND,DXB,EK,77L
ICN,DXB,EK,388
IKA,DXB,EK,772 77W 332
ISB,DXB,EK,77W
IST,DXB,EK,77W
JED,DXB,EK,388
JNB,DXB,EK,77W
KBP,DXB,EK,345
KHI,DXB,EK,77W
KIX,DXB,EK,77W
KRT,DXB,EK,332
KUL,DXB,EK,773 77W
KWI,DXB,EK,77W 772 332 773
LCA,DXB,EK,773
LCA,MLA,EK,773
LED,DXB,EK,77L 77W
LGW,DXB,EK,77W 388
LHE,DXB,EK,77W
LIS,DXB,EK,77W
LOS,DXB,EK,77W
LUN,DXB,EK,343
LYS,DXB,EK,77L
MAD,DXB,EK,77W
MAN,DXB,EK,77W 388
MCT,DXB,EK,738 332 E75 73H 77W 772 E90 73G
MED,DXB,EK,332
MEL,AKL,EK,388
MEL,DXB,EK,388
MEL,SIN,EK,77W
MEL,WLG,EK,73H
MLA,LCA,EK,773
MLA,TIP,EK,773
MLE,DXB,EK,773 77W
MRU,DXB,EK,388 77W
MUC,DXB,EK,388
NBO,DXB,EK,77W 77L
NCE,DXB,EK,77W
NCL,DXB,EK,77W
NRT,DXB,EK,77W
PER,ASP,EK,717
PER,DXB,EK,77W
PEW,DXB,EK,772 332
PRG,DXB,EK,77W
PVG,DXB,EK,388 77W
ROK,BNE,EK,DH8 DH4
RUH,DXB,EK,77W 773 772
SAH,DXB,EK,332
SEZ,DXB,EK,77W
SGN,DXB,EK,772
SIN,DXB,EK,77W 388
SIN,MEL,EK,77W
SKT,DXB,EK,332
SYD,BKK,EK,77W
SYD,DXB,EK,388
SYD,WLG,EK,73H
SYD,ZQN,EK,73H
TIP,DXB,EK,773
TPE,DXB,EK,77W
TUN,DXB,EK,773
VCE,DXB,EK,77W
VIE,DXB,EK,77W
WAW,DXB,EK,332
WLG,MEL,EK,73H
WLG,SYD,EK,73H
YYZ,DXB,EK,388
ZQN,SYD,EK,73H
ZRH,DXB,EK,388 77W
DOK,SKG,EL,AR8
ROV,SKG,EL,AR8
SKG,DOK,EL,AR8
SKG,ROV,EL,AR8
BRI,MUC,EN,E95
FLR,MUC,EN,E95
FRA,VRN,EN,E95
MUC,BRI,EN,E95
MUC,FLR,EN,E95
MUC,VCE,EN,E95
MUC,VRN,EN,E95
VCE,MUC,EN,E95
VRN,FRA,EN,E95
VRN,MUC,EN,E95
CAI,ELQ,EO,320
CAI,TIF,EO,320
CAI,TUU,EO,320
CAI,YNB,EO,320
ELQ,CAI,EO,320
TIF,CAI,EO,320
TUU,CAI,EO,320
YNB,CAI,EO,320
ABD,SYZ,EP,100
ACZ,MHD,EP,100
ADU,THR,EP,AT7 100
AFZ,THR,EP,100
ARN,IKA,EP,340
AWZ,KWI,EP,100
AWZ,PGU,EP,100
AZD,BND,EP,100
AZD,THR,EP,100
BDH,DXB,EP,AT7
BJB,THR,EP,100 AT7
BND,AZD,EP,100
BND,DXB,EP,100
BND,IFN,EP,100
BND,KIH,EP,AT7
BND,RAS,EP,100
BND,SYZ,EP,100
BND,THR,EP,100
BUZ,DXB,EP,100
BUZ,MHD,EP,100
BUZ,THR,EP,100
BXR,THR,EP,100
DEF,THR,EP,AT7 100
DXB,BDH,EP,AT7
DXB,BND,EP,100
DXB,BUZ,EP,100
DXB,LFM,EP,AT7
DXB,LRR,EP,100 AT7
DXB,MHD,EP,100
DXB,SYZ,EP,100
DXB,TBZ,EP,100
DXB,ZAH,EP,100
DXB,ZBR,EP,100
DYU,MHD,EP,100
EVN,IKA,EP,100
GBT,MHD,EP,AT7
GBT,THR,EP,100 AT7
GBT,ZAH,EP,100
GCH,THR,EP,AT7
HDM,MHD,EP,100
HEA,MHD,EP,100
IFN,BND,EP,100
IFN,PGU,EP,100
IFN,THR,EP,100
IIL,THR,EP,100
IKA,ARN,EP,340
IKA,EVN,EP,100
IKA,IST,EP,340
IKA,ISU,EP,100
IKA,KBL,EP,100
IST,IKA,EP,340
ISU,IKA,EP,100
KBL,IKA,EP,100
KBL,MHD,EP,100
KDH,MHD,EP,100
KER,SYZ,EP,AT7
KHY,THR,EP,AT7
KIH,BND,EP,AT7
KWI,AWZ,EP,100
KWI,LFM,EP,AT7
